YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,CONSUMPTION
2018,3,CA,Total Electric Power Industry,Natural Gas (Mcf),"52,036,497"
2018,3,CA,Total Electric Power Industry,Other Gases (Billion Btu),699
2018,3,CA,Total Electric Power Industry,Petroleum (Barrels),"6,047"
2018,3,CO,Total Electric Power Industry,Coal (Short Tons),"1,159,340"
2018,3,CO,Total Electric Power Industry,Natural Gas (Mcf),"8,490,176"
2018,3,CO,Total Electric Power Industry,Petroleum (Barrels),"2,405"
2018,3,CT,Total Electric Power Industry,Coal (Short Tons),0
2018,3,CT,Total Electric Power Industry,Natural Gas (Mcf),"10,775,011"
2018,3,CT,Total Electric Power Industry,Petroleum (Barrels),"13,891"
2018,3,DC,Total Electric Power Industry,Natural Gas (Mcf),"71,238"
2018,3,DC,Total Electric Power Industry,Petroleum (Barrels),0
2018,3,DE,Total Electric Power Industry,Coal (Short Tons),0
2018,3,DE,Total Electric Power Industry,Natural Gas (Mcf),"3,735,873"
2018,3,DE,Total Electric Power Industry,Other Gases (Billion Btu),101
2018,3,DE,Total Electric Power Industry,Petroleum (Barrels),"1,935"
2018,3,FL,Total Electric Power Industry,Coal (Short Tons),"680,145"
2018,3,FL,Total Electric Power Industry,Natural Gas (Mcf),"92,333,503"
2018,3,FL,Total Electric Power Industry,Other Gases (Billion Btu),1
2018,3,FL,Total Electric Power Industry,Petroleum (Barrels),"161,660"
2018,3,GA,Total Electric Power Industry,Coal (Short Tons),"889,251"
2018,3,GA,Total Electric Power Industry,Natural Gas (Mcf),"27,040,500"
2018,3,GA,Total Electric Power Industry,Petroleum (Barrels),"27,434"
2018,3,HI,Total Electric Power Industry,Coal (Short Tons),"63,940"
2018,3,HI,Total Electric Power Industry,Geothermal (Billion Btu),245
2018,3,HI,Total Electric Power Industry,Other Gases (Billion Btu),22
2018,3,HI,Total Electric Power Industry,Petroleum (Barrels),"806,294"
2018,3,IA,Total Electric Power Industry,Coal (Short Tons),"863,622"
2018,3,IA,Total Electric Power Industry,Natural Gas (Mcf),"3,470,458"
2018,3,IA,Total Electric Power Industry,Petroleum (Barrels),"23,786"
2018,3,ID,Total Electric Power Industry,Coal (Short Tons),481
2018,3,ID,Total Electric Power Industry,Geothermal (Billion Btu),61
2018,3,ID,Total Electric Power Industry,Natural Gas (Mcf),"1,210,954"
2018,3,ID,Total Electric Power Industry,Petroleum (Barrels),9
2018,3,IL,Total Electric Power Industry,Coal (Short Tons),"3,000,793"
2018,3,IL,Total Electric Power Industry,Natural Gas (Mcf),"11,418,683"
2018,3,IL,Total Electric Power Industry,Other Gases (Billion Btu),121
2018,3,IL,Total Electric Power Industry,Petroleum (Barrels),"9,389"
2018,3,IN,Total Electric Power Industry,Coal (Short Tons),"3,133,987"
2018,3,IN,Total Electric Power Industry,Natural Gas (Mcf),"12,945,682"
2018,3,IN,Total Electric Power Industry,Other Gases (Billion Btu),953
2018,3,IN,Total Electric Power Industry,Petroleum (Barrels),"19,059"
2018,3,KS,Total Electric Power Industry,Coal (Short Tons),"765,659"
2018,3,KS,Total Electric Power Industry,Natural Gas (Mcf),"1,840,467"
2018,3,KS,Total Electric Power Industry,Petroleum (Barrels),"11,384"
2018,3,KY,Total Electric Power Industry,Coal (Short Tons),"1,757,730"
2018,3,KY,Total Electric Power Industry,Natural Gas (Mcf),"9,426,108"
2018,3,KY,Total Electric Power Industry,Petroleum (Barrels),"15,781"
2018,3,LA,Total Electric Power Industry,Coal (Short Tons),"319,483"
2018,3,LA,Total Electric Power Industry,Natural Gas (Mcf),"28,758,086"
2018,3,LA,Total Electric Power Industry,Other Gases (Billion Btu),942
2018,3,LA,Total Electric Power Industry,Petroleum (Barrels),"643,396"
2018,3,MA,Total Electric Power Industry,Coal (Short Tons),0
2018,3,MA,Total Electric Power Industry,Natural Gas (Mcf),"12,277,947"
2018,3,MA,Total Electric Power Industry,Petroleum (Barrels),"28,921"
2018,3,MD,Total Electric Power Industry,Coal (Short Tons),"562,887"
2018,3,MD,Total Electric Power Industry,Natural Gas (Mcf),"7,159,885"
2018,3,MD,Total Electric Power Industry,Petroleum (Barrels),"11,389"
2018,3,ME,Total Electric Power Industry,Coal (Short Tons),"1,336"
2018,3,ME,Total Electric Power Industry,Natural Gas (Mcf),"1,542,046"
2018,3,ME,Total Electric Power Industry,Petroleum (Barrels),"1,376"
2018,3,MI,Total Electric Power Industry,Coal (Short Tons),"1,697,499"
2018,3,MI,Total Electric Power Industry,Natural Gas (Mcf),"21,649,793"
2018,3,MI,Total Electric Power Industry,Other Gases (Billion Btu),841
2018,3,MI,Total Electric Power Industry,Petroleum (Barrels),"245,733"
2018,3,MN,Total Electric Power Industry,Coal (Short Tons),"986,160"
2018,3,MN,Total Electric Power Industry,Natural Gas (Mcf),"5,390,995"
2018,3,MN,Total Electric Power Industry,Petroleum (Barrels),"5,169"
2018,3,MO,Total Electric Power Industry,Coal (Short Tons),"2,605,107"
2018,3,MO,Total Electric Power Industry,Natural Gas (Mcf),"4,027,582"
2018,3,MO,Total Electric Power Industry,Petroleum (Barrels),"9,569"
2018,3,MS,Total Electric Power Industry,Coal (Short Tons),"187,370"
2018,3,MS,Total Electric Power Industry,Natural Gas (Mcf),"26,649,447"
2018,3,MS,Total Electric Power Industry,Petroleum (Barrels),"2,272"
2018,3,MT,Total Electric Power Industry,Coal (Short Tons),"893,456"
2018,3,MT,Total Electric Power Industry,Natural Gas (Mcf),"272,750"
2018,3,MT,Total Electric Power Industry,Other Gases (Billion Btu),19
2018,3,MT,Total Electric Power Industry,Petroleum (Barrels),"77,883"
2018,3,NC,Total Electric Power Industry,Coal (Short Tons),"930,773"
2018,3,NC,Total Electric Power Industry,Natural Gas (Mcf),"27,923,765"
2018,3,NC,Total Electric Power Industry,Petroleum (Barrels),"34,352"
2018,3,ND,Total Electric Power Industry,Coal (Short Tons),"1,933,509"
2018,3,ND,Total Electric Power Industry,Natural Gas (Mcf),"542,032"
2018,3,ND,Total Electric Power Industry,Other Gases (Billion Btu),53
2018,3,ND,Total Electric Power Industry,Petroleum (Barrels),"4,521"
2018,3,NE,Total Electric Power Industry,Coal (Short Tons),"1,205,778"
2018,3,NE,Total Electric Power Industry,Natural Gas (Mcf),"423,580"
2018,3,NE,Total Electric Power Industry,Petroleum (Barrels),"1,128"
2018,3,NH,Total Electric Power Industry,Coal (Short Tons),"16,330"
2018,3,NH,Total Electric Power Industry,Natural Gas (Mcf),"260,827"
2018,3,NH,Total Electric Power Industry,Petroleum (Barrels),"4,358"
2018,3,NJ,Total Electric Power Industry,Coal (Short Tons),"38,392"
2018,3,NJ,Total Electric Power Industry,Natural Gas (Mcf),"22,238,041"
2018,3,NJ,Total Electric Power Industry,Other Gases (Billion Btu),103
2018,3,NJ,Total Electric Power Industry,Petroleum (Barrels),"5,742"
2018,3,NM,Total Electric Power Industry,Coal (Short Tons),"470,568"
2018,3,NM,Total Electric Power Industry,Geothermal (Billion Btu),14
2018,3,NM,Total Electric Power Industry,Natural Gas (Mcf),"6,908,801"
2018,3,NM,Total Electric Power Industry,Petroleum (Barrels),"1,732"
2018,3,NV,Total Electric Power Industry,Coal (Short Tons),"56,565"
2018,3,NV,Total Electric Power Industry,Geothermal (Billion Btu),"2,842"
2018,3,NV,Total Electric Power Industry,Natural Gas (Mcf),"13,598,891"
2018,3,NV,Total Electric Power Industry,Other Gases (Billion Btu),0
2018,3,NV,Total Electric Power Industry,Petroleum (Barrels),64
2018,3,NY,Total Electric Power Industry,Coal (Short Tons),"48,849"
2018,3,NY,Total Electric Power Industry,Natural Gas (Mcf),"25,911,099"
2018,3,NY,Total Electric Power Industry,Other Gases (Billion Btu),0
2018,3,NY,Total Electric Power Industry,Petroleum (Barrels),"29,994"
2018,3,OH,Total Electric Power Industry,Coal (Short Tons),"2,323,608"
2018,3,OH,Total Electric Power Industry,Natural Gas (Mcf),"22,929,210"
2018,3,OH,Total Electric Power Industry,Other Gases (Billion Btu),320
2018,3,OH,Total Electric Power Industry,Petroleum (Barrels),"124,799"
2018,3,OK,Total Electric Power Industry,Coal (Short Tons),"608,181"
2018,3,OK,Total Electric Power Industry,Natural Gas (Mcf),"16,369,001"
2018,3,OK,Total Electric Power Industry,Petroleum (Barrels),"2,133"
2018,3,OR,Total Electric Power Industry,Coal (Short Tons),0
2018,3,OR,Total Electric Power Industry,Geothermal (Billion Btu),142
2018,3,OR,Total Electric Power Industry,Natural Gas (Mcf),"11,288,534"
2018,3,OR,Total Electric Power Industry,Petroleum (Barrels),9
2018,3,PA,Total Electric Power Industry,Coal (Short Tons),"1,882,141"
2018,3,PA,Total Electric Power Industry,Natural Gas (Mcf),"41,592,970"
2018,3,PA,Total Electric Power Industry,Other Gases (Billion Btu),209
2018,3,PA,Total Electric Power Industry,Petroleum (Barrels),"33,906"
2018,3,RI,Total Electric Power Industry,Coal (Short Tons),0
2018,3,RI,Total Electric Power Industry,Natural Gas (Mcf),"3,733,592"
2018,3,RI,Total Electric Power Industry,Petroleum (Barrels),"2,207"
2018,3,SC,Total Electric Power Industry,Coal (Short Tons),"511,299"
2018,3,SC,Total Electric Power Industry,Natural Gas (Mcf),"10,126,266"
2018,3,SC,Total Electric Power Industry,Petroleum (Barrels),"11,125"
2018,3,SD,Total Electric Power Industry,Coal (Short Tons),"147,754"
2018,3,SD,Total Electric Power Industry,Natural Gas (Mcf),"443,125"
2018,3,SD,Total Electric Power Industry,Petroleum (Barrels),396
2018,3,TN,Total Electric Power Industry,Coal (Short Tons),"600,274"
2018,3,TN,Total Electric Power Industry,Natural Gas (Mcf),"7,486,263"
2018,3,TN,Total Electric Power Industry,Other Gases (Billion Btu),2
2018,3,TN,Total Electric Power Industry,Petroleum (Barrels),"13,772"
2018,3,TX,Total Electric Power Industry,Coal (Short Tons),"4,236,214"
2018,3,TX,Total Electric Power Industry,Natural Gas (Mcf),"112,460,549"
2018,3,TX,Total Electric Power Industry,Other Gases (Billion Btu),"1,085"
2018,3,TX,Total Electric Power Industry,Petroleum (Barrels),"24,719"
2018,3,US-Total,Total Electric Power Industry,Coal (Short Tons),"44,388,277"
2018,3,US-Total,Total Electric Power Industry,Geothermal (Billion Btu),"13,028"
2018,3,US-Total,Total Electric Power Industry,Natural Gas (Mcf),"770,858,190"
2018,3,US-Total,Total Electric Power Industry,Other Gases (Billion Btu),"5,926"
2018,3,US-Total,Total Electric Power Industry,Petroleum (Barrels),"2,635,947"
2018,3,UT,Total Electric Power Industry,Coal (Short Tons),"844,696"
2018,3,UT,Total Electric Power Industry,Geothermal (Billion Btu),358
2018,3,UT,Total Electric Power Industry,Natural Gas (Mcf),"3,756,540"
2018,3,UT,Total Electric Power Industry,Other Gases (Billion Btu),0
2018,3,UT,Total Electric Power Industry,Petroleum (Barrels),"4,583"
2018,3,VA,Total Electric Power Industry,Coal (Short Tons),"415,661"
2018,3,VA,Total Electric Power Industry,Natural Gas (Mcf),"26,990,710"
2018,3,VA,Total Electric Power Industry,Petroleum (Barrels),"25,361"
2018,3,VT,Total Electric Power Industry,Natural Gas (Mcf),"1,107"
2018,3,VT,Total Electric Power Industry,Petroleum (Barrels),596
2018,3,WA,Total Electric Power Industry,Coal (Short Tons),506
2018,3,WA,Total Electric Power Industry,Natural Gas (Mcf),"5,857,023"
2018,3,WA,Total Electric Power Industry,Other Gases (Billion Btu),205
2018,3,WA,Total Electric Power Industry,Petroleum (Barrels),"1,430"
2018,3,WI,Total Electric Power Industry,Coal (Short Tons),"1,510,365"
2018,3,WI,Total Electric Power Industry,Natural Gas (Mcf),"11,122,298"
2018,3,WI,Total Electric Power Industry,Petroleum (Barrels),"27,432"
2018,3,WV,Total Electric Power Industry,Coal (Short Tons),"1,782,019"
2018,3,WV,Total Electric Power Industry,Natural Gas (Mcf),"336,994"
2018,3,WV,Total Electric Power Industry,Other Gases (Billion Btu),8
2018,3,WV,Total Electric Power Industry,Petroleum (Barrels),"19,533"
2018,3,WY,Total Electric Power Industry,Coal (Short Tons),"1,997,032"
2018,3,WY,Total Electric Power Industry,Natural Gas (Mcf),"457,631"
2018,3,WY,Total Electric Power Industry,Other Gases (Billion Btu),235
2018,3,WY,Total Electric Power Industry,Petroleum (Barrels),"7,662"
2018,4,AK,Total Electric Power Industry,Coal (Short Tons),"28,441"
2018,4,AK,Total Electric Power Industry,Natural Gas (Mcf),"2,157,908"
2018,4,AK,Total Electric Power Industry,Petroleum (Barrels),"117,705"
2018,4,AL,Total Electric Power Industry,Coal (Short Tons),"1,101,502"
2018,4,AL,Total Electric Power Industry,Natural Gas (Mcf),"32,669,894"
2018,4,AL,Total Electric Power Industry,Other Gases (Billion Btu),6
2018,4,AL,Total Electric Power Industry,Petroleum (Barrels),"1,700"
2018,4,AR,Total Electric Power Industry,Coal (Short Tons),"1,026,445"
2018,4,AR,Total Electric Power Industry,Natural Gas (Mcf),"12,617,646"
2018,4,AR,Total Electric Power Industry,Petroleum (Barrels),"5,735"
2018,4,AZ,Total Electric Power Industry,Coal (Short Tons),"1,030,822"
2018,4,AZ,Total Electric Power Industry,Natural Gas (Mcf),"17,359,664"
2018,4,AZ,Total Electric Power Industry,Petroleum (Barrels),"10,205"
2018,4,CA,Total Electric Power Industry,Coal (Short Tons),"4,514"
2018,4,CA,Total Electric Power Industry,Geothermal (Billion Btu),"8,207"
2018,4,CA,Total Electric Power Industry,Natural Gas (Mcf),"35,321,980"
2018,4,CA,Total Electric Power Industry,Other Gases (Billion Btu),661
2018,4,CA,Total Electric Power Industry,Petroleum (Barrels),"5,441"
2018,4,CO,Total Electric Power Industry,Coal (Short Tons),"1,040,523"
2018,4,CO,Total Electric Power Industry,Natural Gas (Mcf),"7,277,206"
2018,4,CO,Total Electric Power Industry,Petroleum (Barrels),"1,702"
2018,4,CT,Total Electric Power Industry,Coal (Short Tons),"30,327"
2018,4,CT,Total Electric Power Industry,Natural Gas (Mcf),"9,305,879"
2018,4,CT,Total Electric Power Industry,Petroleum (Barrels),"12,711"
2018,4,DC,Total Electric Power Industry,Natural Gas (Mcf),"51,598"
2018,4,DC,Total Electric Power Industry,Petroleum (Barrels),0
2018,4,DE,Total Electric Power Industry,Coal (Short Tons),0
2018,4,DE,Total Electric Power Industry,Natural Gas (Mcf),"3,524,129"
2018,4,DE,Total Electric Power Industry,Other Gases (Billion Btu),79
2018,4,DE,Total Electric Power Industry,Petroleum (Barrels),"1,749"
2018,4,FL,Total Electric Power Industry,Coal (Short Tons),"876,170"
2018,4,FL,Total Electric Power Industry,Natural Gas (Mcf),"97,314,648"
2018,4,FL,Total Electric Power Industry,Other Gases (Billion Btu),1
2018,4,FL,Total Electric Power Industry,Petroleum (Barrels),"187,326"
2018,4,GA,Total Electric Power Industry,Coal (Short Tons),"839,142"
2018,4,GA,Total Electric Power Industry,Natural Gas (Mcf),"23,200,552"
2018,4,GA,Total Electric Power Industry,Petroleum (Barrels),"28,010"
2018,4,HI,Total Electric Power Industry,Coal (Short Tons),"59,786"
2018,4,HI,Total Electric Power Industry,Geothermal (Billion Btu),222
2018,4,HI,Total Electric Power Industry,Other Gases (Billion Btu),22
2018,4,HI,Total Electric Power Industry,Petroleum (Barrels),"844,661"
2018,4,IA,Total Electric Power Industry,Coal (Short Tons),"1,011,311"
2018,4,IA,Total Electric Power Industry,Natural Gas (Mcf),"4,680,906"
2018,4,IA,Total Electric Power Industry,Petroleum (Barrels),"15,469"
2018,4,ID,Total Electric Power Industry,Coal (Short Tons),415
2018,4,ID,Total Electric Power Industry,Geothermal (Billion Btu),54
2018,4,ID,Total Electric Power Industry,Natural Gas (Mcf),"1,045,366"
2018,4,ID,Total Electric Power Industry,Petroleum (Barrels),0
2018,4,IL,Total Electric Power Industry,Coal (Short Tons),"2,211,428"
2018,4,IL,Total Electric Power Industry,Natural Gas (Mcf),"9,493,883"
2018,4,IL,Total Electric Power Industry,Other Gases (Billion Btu),139
2018,4,IL,Total Electric Power Industry,Petroleum (Barrels),"9,901"
2018,4,IN,Total Electric Power Industry,Coal (Short Tons),"2,875,167"
2018,4,IN,Total Electric Power Industry,Natural Gas (Mcf),"13,585,039"
2018,4,IN,Total Electric Power Industry,Other Gases (Billion Btu),814
2018,4,IN,Total Electric Power Industry,Petroleum (Barrels),"9,567"
2018,4,KS,Total Electric Power Industry,Coal (Short Tons),"853,338"
2018,4,KS,Total Electric Power Industry,Natural Gas (Mcf),"2,291,723"
2018,4,KS,Total Electric Power Industry,Petroleum (Barrels),"6,906"
2018,4,KY,Total Electric Power Industry,Coal (Short Tons),"1,786,394"
2018,4,KY,Total Electric Power Industry,Natural Gas (Mcf),"7,446,412"
2018,4,KY,Total Electric Power Industry,Petroleum (Barrels),"8,961"
2018,4,LA,Total Electric Power Industry,Coal (Short Tons),"209,375"
2018,4,LA,Total Electric Power Industry,Natural Gas (Mcf),"31,821,322"
2018,4,LA,Total Electric Power Industry,Other Gases (Billion Btu),662
2018,4,LA,Total Electric Power Industry,Petroleum (Barrels),"672,163"
2018,4,MA,Total Electric Power Industry,Coal (Short Tons),0
2018,4,MA,Total Electric Power Industry,Natural Gas (Mcf),"8,473,750"
2018,4,MA,Total Electric Power Industry,Petroleum (Barrels),"37,948"
2018,4,MD,Total Electric Power Industry,Coal (Short Tons),"306,880"
2018,4,MD,Total Electric Power Industry,Natural Gas (Mcf),"7,621,995"
2018,4,MD,Total Electric Power Industry,Petroleum (Barrels),"9,790"
2018,4,ME,Total Electric Power Industry,Coal (Short Tons),"1,185"
2018,4,ME,Total Electric Power Industry,Natural Gas (Mcf),"1,075,746"
2018,4,ME,Total Electric Power Industry,Petroleum (Barrels),"8,288"
2018,4,MI,Total Electric Power Industry,Coal (Short Tons),"1,622,536"
2018,4,MI,Total Electric Power Industry,Natural Gas (Mcf),"20,987,747"
2018,4,MI,Total Electric Power Industry,Other Gases (Billion Btu),804
2018,4,MI,Total Electric Power Industry,Petroleum (Barrels),"226,334"
2018,4,MN,Total Electric Power Industry,Coal (Short Tons),"793,064"
2018,4,MN,Total Electric Power Industry,Natural Gas (Mcf),"5,823,147"
2018,4,MN,Total Electric Power Industry,Petroleum (Barrels),"5,704"
2018,4,MO,Total Electric Power Industry,Coal (Short Tons),"2,558,311"
2018,4,MO,Total Electric Power Industry,Natural Gas (Mcf),"2,340,147"
2018,4,MO,Total Electric Power Industry,Petroleum (Barrels),"7,397"
2018,4,MS,Total Electric Power Industry,Coal (Short Tons),"227,805"
2018,4,MS,Total Electric Power Industry,Natural Gas (Mcf),"29,220,480"
2018,4,MS,Total Electric Power Industry,Petroleum (Barrels),"3,576"
2018,4,MT,Total Electric Power Industry,Coal (Short Tons),"510,540"
2018,4,MT,Total Electric Power Industry,Natural Gas (Mcf),"315,446"
