State,Date,Avg Value,Avg Rank,Avg Mean,Avg Anomaly,Min Value,Min Rank,Min Mean,Min Anomaly,Max Value,Max Rank,Max Mean (1901-2000),Max Anomaly (1901-2000)
New Mexico,200203,43.6,57,43.5,0.1,26,18,28.4,-2.4,61.2,89,58.5,2.7
New York,200203,33.2,92,30.6,2.6,23.4,91,21,2.4,42.9,89,40.2,2.7
North Carolina,200203,51.1,86,49.3,1.8,38.7,76,37.5,1.2,63.5,87,61.1,2.4
North Dakota,200203,16.3,8,24.8,-8.5,5.9,7,14.7,-8.8,26.7,12,34.9,-8.2
Ohio,200203,39.2,69,38.5,0.7,29.2,74,28.6,0.6,49.1,68,48.4,0.7
Oklahoma,200203,46.8,31,49.3,-2.5,33.2,20,36.9,-3.7,60.3,37,61.8,-1.5
Oregon,200203,37,39,38.3,-1.3,26.7,25,28.7,-2,47.2,56,47.9,-0.7
Pennsylvania,200203,38.2,89,35.8,2.4,27.7,90,25.9,1.8,48.8,90,45.8,3
Rhode Island,200203,39.3,106,36.1,3.2,29.6,100,27.2,2.4,49,108,45,4
South Carolina,200203,56,87,53.8,2.2,43,78,41.8,1.2,69,98,65.9,3.1
South Dakota,200203,22.2,12,30.8,-8.6,11.7,10,19.6,-7.9,32.6,12,42,-9.4
Tennessee,200203,48.3,65,48.4,-0.1,36.5,59,36.9,-0.4,60.2,66,59.9,0.3
Texas,200203,55.4,45,56.3,-0.9,41.7,39,43.3,-1.6,69,49,69.4,-0.4
Utah,200203,36,40,37.3,-1.3,23,20,25.9,-2.9,49.2,64,48.7,0.5
Vermont,200203,29.7,91,27.2,2.5,20.5,97,16.8,3.7,38.9,81,37.6,1.3
Virginia,200203,46.3,80,44.7,1.6,34,72,33.3,0.7,58.5,86,56.2,2.3
Washington,200203,35.6,14,38.6,-3,27.5,26,29.5,-2,43.6,12,47.6,-4
West Virginia,200203,42.8,79,41.1,1.7,30.9,72,30,0.9,54.6,82,52.2,2.4
Wisconsin,200203,24.8,31,28.3,-3.5,14.9,37,18.3,-3.4,34.7,27,38.3,-3.6
Wyoming,200203,24.8,21,29.1,-4.3,13,17,17.6,-4.6,36.6,23,40.6,-4
Alabama,200202,46,39,48,-2,33.3,31,36.4,-3.1,58.8,56,59.6,-0.8
Arizona,200202,46.2,82,44.7,1.5,30.4,37,31.8,-1.4,62,104,57.6,4.4
Arkansas,200202,42.3,52,43.1,-0.8,31,45,32.4,-1.4,53.6,59,53.9,-0.3
California,200202,48.2,104,45.3,2.9,35.7,74,35.1,0.6,60.7,116,55.6,5.1
Colorado,200202,27.1,56,27.4,-0.3,12.2,34,14.3,-2.1,41.9,79,40.6,1.3
Connecticut,200202,34.1,120,26.3,7.8,23.2,115,16.9,6.3,44.9,125,35.7,9.2
Delaware,200202,40.9,117,34.4,6.5,29.6,109,25.1,4.5,52.3,121,43.6,8.7
Florida,200202,59.5,64,59.4,0.1,47.7,61,47.9,-0.2,71.3,64,70.9,0.4
Georgia,200202,48.4,59,48.6,-0.2,35.2,41,36.8,-1.6,61.6,77,60.4,1.2
Idaho,200202,23.9,30,26.4,-2.5,13,23,17.3,-4.3,34.9,46,35.6,-0.7
Illinois,200202,34.6,104,29.2,5.4,25.5,100,20.3,5.2,43.7,106,38.1,5.6
Indiana,200202,35.2,108,29.4,5.8,25.6,103,20.3,5.3,44.7,109,38.5,6.2
Iowa,200202,29.8,113,22.7,7.1,19.9,106,13,6.9,39.7,114,32.5,7.2
Kansas,200202,35.9,85,33.6,2.3,22.9,80,21.2,1.7,48.8,84,46,2.8
Kentucky,200202,38.8,81,36.5,2.3,27.3,75,26.2,1.1,50.2,93,46.8,3.4
Louisiana,200202,49.3,31,52.4,-3.1,37.7,20,41.8,-4.1,60.9,39,63,-2.1
Maine,200202,20.4,112,14.9,5.5,10.2,110,3.8,6.4,30.6,110,26.1,4.5
Maryland,200202,39.8,113,33.8,6,28.2,104,24.4,3.8,51.5,122,43.2,8.3
Massachusetts,200202,32.4,119,25,7.4,22,114,15.4,6.6,42.9,123,34.7,8.2
Michigan,200202,27.4,120,19.1,8.3,18.6,119,10,8.6,36.2,121,28.3,7.9
Minnesota,200202,23.8,119,12.1,11.7,13.4,116,1.2,12.2,34.3,121,22.9,11.4
Mississippi,200202,46,35,48.3,-2.3,33.9,28,37.1,-3.2,58.2,49,59.6,-1.4
Missouri,200202,37.3,93,33.8,3.5,26.5,93,23.2,3.3,48.1,94,44.3,3.8
Montana,200202,26.4,94,21.3,5.1,14.9,88,10.9,4,37.9,103,31.8,6.1
Nebraska,200202,31.8,102,26.7,5.1,17.8,89,14.8,3,45.8,108,38.6,7.2
Nevada,200202,35.2,69,34.1,1.1,22,40,23,-1,48.5,95,45.3,3.2
New Hampshire,200202,25,115,18.5,6.5,13.8,111,7.3,6.5,36.2,117,29.6,6.6
New Jersey,200202,38.4,121,30.6,7.8,27.3,118,21.4,5.9,49.4,124,39.8,9.6
New Mexico,200202,37,45,37.8,-0.8,21.2,23,23.5,-2.3,52.8,76,52,0.8
New York,200202,29.1,119,20.7,8.4,18.6,118,11.1,7.5,39.5,124,30.4,9.1
North Carolina,200202,44.4,88,41.9,2.5,31.8,74,30.8,1,57,102,53.1,3.9
North Dakota,200202,24.1,117,11.9,12.2,13,114,1.8,11.2,35.1,121,22,13.1
Ohio,200202,35,111,29,6,25,101,20,5,45,115,38,7
Oklahoma,200202,41.2,67,41.2,0,28.6,59,29,-0.4,53.7,66,53.5,0.2
Oregon,200202,35.4,81,34.1,1.3,25.5,49,26,-0.5,45.4,103,42.2,3.2
Pennsylvania,200202,33.9,121,26.5,7.4,23.4,114,17.3,6.1,44.4,123,35.8,8.6
Rhode Island,200202,34.9,119,27.8,7.1,24.8,115,19,5.8,44.9,123,36.6,8.3
South Carolina,200202,47.9,73,46.8,1.1,34.7,55,35.1,-0.4,61,89,58.5,2.5
South Dakota,200202,29.6,111,19.9,9.7,16.8,107,8.8,8,42.3,120,30.9,11.4
Tennessee,200202,40.5,66,40.1,0.4,29.1,53,29.5,-0.4,51.8,73,50.7,1.1
Texas,200202,47.1,29,49.4,-2.3,33.7,19,36.7,-3,60.6,44,62.2,-1.6
Utah,200202,29,42,30.3,-1.3,15.7,21,19.5,-3.8,42.2,71,41.2,1
Vermont,200202,24,118,16.5,7.5,12.8,113,5.4,7.4,35.1,120,27.6,7.5
Virginia,200202,40.5,100,36.7,3.8,27.8,82,26.1,1.7,53.2,114,47.2,6
Washington,200202,34.3,71,33.1,1.2,26.3,63,25.8,0.5,42.3,89,40.3,2
West Virginia,200202,36.7,98,32.7,4,24.7,81,22.4,2.3,48.7,111,42.9,5.8
Wisconsin,200202,26.7,119,16.4,10.3,17.4,116,6.1,11.3,36.1,120,26.7,9.4
Wyoming,200202,22.9,67,22.3,0.6,10,52,11,-1,35.8,85,33.5,2.3
Alabama,200201,46.8,85,45.1,1.7,35.3,77,34.2,1.1,58.3,87,56,2.3
Arizona,200201,42.3,86,40.7,1.6,28.9,68,28.3,0.6,55.6,93,53,2.6
Arkansas,200201,42.5,100,39.3,3.2,31.6,90,29.1,2.5,53.5,104,49.4,4.1
California,200201,42.4,55,42.3,0.1,32.1,45,32.7,-0.6,52.5,57,51.9,0.6
Colorado,200201,25.4,80,23.7,1.7,12.3,71,11,1.3,38.4,82,36.4,2
Connecticut,200201,33.3,118,25.4,7.9,24.7,119,16.3,8.4,41.9,118,34.4,7.5
Delaware,200201,40,115,33.3,6.7,31.4,116,24.6,6.8,48.7,113,42,6.7
Florida,200201,59.3,88,57.8,1.5,48.1,91,46.6,1.5,70.4,85,68.9,1.5
Georgia,200201,48.1,88,46.1,2,36.1,79,35.1,1,60,94,57.1,2.9
Idaho,200201,23.2,63,22,1.2,16,70,13.8,2.2,30.4,51,30.2,0.2
Illinois,200201,33.6,120,25.3,8.3,24.6,114,16.8,7.8,42.6,121,33.8,8.8
Indiana,200201,34.1,118,26.5,7.6,25.5,116,18,7.5,42.8,118,35.1,7.7
Iowa,200201,28.6,121,17.7,10.9,18.4,120,8.4,10,38.8,121,27.1,11.7
Kansas,200201,33.8,109,28.6,5.2,20.2,89,17.2,3,47.3,113,40.1,7.2
Kentucky,200201,37.9,97,33.6,4.3,27.6,91,24.2,3.4,48.2,108,43,5.2
Louisiana,200201,51.4,86,49.3,2.1,40.7,79,39.1,1.6,62.2,87,59.6,2.6
Maine,200201,21,119,13.2,7.8,12.9,122,2.8,10.1,29.2,116,23.6,5.6
Maryland,200201,39,116,32.4,6.6,29.7,114,23.8,5.9,48.4,117,41.1,7.3
Massachusetts,200201,32.4,121,24.1,8.3,24.1,121,15,9.1,40.6,118,33.3,7.3
Michigan,200201,27.5,122,18.1,9.4,20.6,123,10.2,10.4,34.4,122,26,8.4
Minnesota,200201,18.1,121,6.5,11.6,9.3,122,-3.6,12.9,27,120,16.5,10.5
Mississippi,200201,47.5,91,45.1,2.4,36.5,86,34.4,2.1,58.5,88,55.8,2.7
Missouri,200201,35.1,112,29.4,5.7,24.3,106,19.6,4.7,45.9,116,39.2,6.7
Montana,200201,22.7,96,16.7,6,13.5,98,7,6.5,31.9,92,26.4,5.5
Nebraska,200201,29.5,114,22.1,7.4,16.9,111,10.6,6.3,42.2,115,33.6,8.6
Nevada,200201,30.8,57,29.9,0.9,20.1,66,19,1.1,41.5,57,40.9,0.6
New Hampshire,200201,26.6,124,17.1,9.5,18.2,125,6.7,11.5,34.9,119,27.6,7.3
New Jersey,200201,36.9,117,29.6,7.3,28.2,114,21,7.2,45.7,117,38.2,7.5
New Mexico,200201,36,91,33.6,2.4,21.7,89,19.8,1.9,50.4,93,47.5,2.9
New York,200201,29.1,119,19.8,9.3,21.6,123,11,10.6,36.6,118,28.7,7.9
North Carolina,200201,42.6,92,40,2.6,31,81,29.5,1.5,54.2,100,50.6,3.6
North Dakota,200201,16.9,112,6.4,10.5,7.7,115,-3.5,11.2,26,108,16.3,9.7
Ohio,200201,34.1,113,26.9,7.2,26.1,116,18.7,7.4,42.1,114,35,7.1
Oklahoma,200201,40,100,36.5,3.5,27.2,80,25.1,2.1,52.8,107,47.9,4.9
Oregon,200201,31.8,68,30.2,1.6,25,71,22.9,2.1,38.6,68,37.6,1
Pennsylvania,200201,33,117,25.3,7.7,24.9,115,17.1,7.8,41,118,33.5,7.5
Rhode Island,200201,34.7,118,27.2,7.5,26.6,118,18.6,8,42.8,118,35.8,7
South Carolina,200201,47,94,44.6,2.4,34.9,83,33.6,1.3,59,99,55.6,3.4
South Dakota,200201,24.1,113,15,9.1,13.4,115,4.2,9.2,34.9,108,25.9,9
Tennessee,200201,40.3,92,37.2,3.1,29.3,87,27.3,2,51.2,102,47.1,4.1
Texas,200201,48.7,100,45.4,3.3,35.7,95,33.1,2.6,61.7,101,57.7,4
Utah,200201,26.1,63,25.3,0.8,15.5,60,14.9,0.6,36.6,71,35.7,0.9
Vermont,200201,25.2,121,15.3,9.9,17.2,123,4.8,12.4,33.3,117,25.7,7.6
Virginia,200201,39.2,107,34.8,4.4,28.3,99,25,3.3,50.2,112,44.6,5.6
Washington,200201,32.9,101,28.4,4.5,27.6,102,22.4,5.2,38.1,99,34.4,3.7
West Virginia,200201,35,103,30.5,4.5,25.4,101,21.2,4.2,44.7,105,39.9,4.8
Wisconsin,200201,24,123,12.4,11.6,15.9,124,3,12.9,32.2,122,21.9,10.3
Wyoming,200201,20.2,70,18.4,1.8,9.4,68,7.9,1.5,31,73,28.9,2.1
Alabama,200112,50.6,111,46.4,4.2,39.1,102,35.4,3.7,62,113,57.4,4.6
Arizona,200112,40.2,42,41.5,-1.3,27.4,31,29,-1.6,52.9,49,54,-1.1
Arkansas,200112,45.2,106,41.5,3.7,35.3,106,31.5,3.8,55.1,102,51.5,3.6
California,200112,42.8,53,43.1,-0.3,34.4,82,33.2,1.2,51.2,34,52.9,-1.7
Colorado,200112,26.4,78,25.2,1.2,13.7,72,12.8,0.9,39.2,78,37.6,1.6
Connecticut,200112,37.1,122,29.2,7.9,28.4,119,20.8,7.6,45.8,120,37.7,8.1
Delaware,200112,44.4,123,36.2,8.2,34.9,122,27.4,7.5,53.8,122,45,8.8
Florida,200112,64.1,114,58.8,5.3,53.6,115,47.7,5.9,74.5,116,69.9,4.6
Georgia,200112,52.9,115,47.1,5.8,40.9,107,35.9,5,64.8,118,58.2,6.6
Idaho,200112,22.1,30,23.9,-1.8,14.5,39,16.2,-1.7,29.7,29,31.7,-2
Illinois,200112,35.8,113,29.4,6.4,27.9,111,21.4,6.5,43.8,113,37.5,6.3
Indiana,200112,36.9,114,30.3,6.6,29.2,115,22.2,7,44.5,114,38.4,6.1
Iowa,200112,30.7,117,22.7,8,21.8,114,14,7.8,39.7,120,31.4,8.3
Kansas,200112,36.9,118,31.5,5.4,23.5,96,20.4,3.1,50.3,121,42.7,7.6
Kentucky,200112,41.8,114,36.2,5.6,32,111,27,5,51.7,114,45.5,6.2
Louisiana,200112,54.4,104,50.9,3.5,43.6,98,40.5,3.1,65.1,111,61.3,3.8
Maine,200112,28.7,123,18.7,10,21.2,122,9.9,11.3,36.1,123,27.5,8.6
Maryland,200112,42.6,119,35.3,7.3,33.1,117,26.7,6.4,52.2,121,43.9,8.3
Massachusetts,200112,35.9,122,28.1,7.8,27.2,119,19.6,7.6,44.5,120,36.7,7.8
Michigan,200112,31.9,123,23.3,8.6,25.6,123,16.3,9.3,38.2,122,30.2,8
Minnesota,200112,22.3,115,12.9,9.4,14.9,119,4.1,10.8,29.8,115,21.7,8.1
Mississippi,200112,50.8,108,46.8,4,39.6,105,36,3.6,62.1,111,57.6,4.5
Missouri,200112,38.5,113,33,5.5,28.7,110,23.5,5.2,48.3,113,42.4,5.9
Montana,200112,22.4,71,20.6,1.8,12.6,60,11.4,1.2,32.3,76,29.9,2.4
Nebraska,200112,30.3,108,25.3,5,18.8,109,14.2,4.6,41.9,106,36.4,5.5
Nevada,200112,30.6,52,31.2,-0.6,21.5,73,20.1,1.4,39.8,33,42.2,-2.4
New Hampshire,200112,30.6,122,21.7,8.9,22,120,12.5,9.5,39.2,121,30.9,8.3
New Jersey,200112,41.1,122,33,8.1,31.7,121,24.6,7.1,50.6,122,41.4,9.2
New Mexico,200112,34.7,65,34.3,0.4,19.9,47,20.5,-0.6,49.4,70,48.1,1.3
New York,200112,33.4,122,24.5,8.9,25.8,121,16.6,9.2,41,121,32.5,8.5
North Carolina,200112,48,119,41.5,6.5,36.6,114,30.8,5.8,59.4,118,52.1,7.3
North Dakota,200112,17.9,91,12.7,5.2,8.8,93,3.4,5.4,27,91,22.1,4.9
Ohio,200112,37.7,116,30.4,7.3,30.1,117,22.7,7.4,45.3,116,38.1,7.2
Oklahoma,200112,42.7,113,38.9,3.8,30.6,104,27.8,2.8,54.7,112,50.1,4.6
Oregon,200112,31.8,57,31.8,0,25.7,77,24.7,1,37.8,41,38.9,-1.1
Pennsylvania,200112,36.4,120,28.9,7.5,28.3,121,21.2,7.1,44.6,118,36.6,8
Rhode Island,200112,38.6,121,31,7.6,30.2,120,22.7,7.5,47,120,39.3,7.7
South Carolina,200112,52,117,45.6,6.4,39.8,107,34.4,5.4,64.2,120,56.8,7.4
South Dakota,200112,24.7,97,19.7,5,14.9,101,9.2,5.7,34.5,91,30.1,4.4
Tennessee,200112,44.4,112,39.2,5.2,34.2,110,29.4,4.8,54.7,114,49.1,5.6
Texas,200112,49.4,102,46.9,2.5,37.4,107,34.8,2.6,61.3,88,59,2.3
Utah,200112,25,34,27,-2,15.3,42,16.8,-1.5,34.8,34,37.2,-2.4
Vermont,200112,29.8,122,20.2,9.6,21.7,121,11.2,10.5,37.9,121,29.2,8.7
Virginia,200112,43.4,118,36.8,6.6,32.6,115,26.9,5.7,54.1,117,46.7,7.4
Washington,200112,31.8,78,30.6,1.2,26.6,76,25.2,1.4,36.9,70,36.1,0.8
West Virginia,200112,39.9,118,33.1,6.8,30.1,114,23.9,6.2,49.8,118,42.2,7.6
Wisconsin,200112,27.5,120,18.1,9.4,20,121,10,10,34.9,120,26.3,8.6
Wyoming,200112,21.2,59,20.6,0.6,10.8,59,10.3,0.5,31.6,65,30.9,0.7
Alabama,200111,58.8,117,53.5,5.3,44.1,101,40.9,3.2,73.6,123,66,7.6
Arizona,200111,52.9,114,49.2,3.7,39.7,118,35.3,4.4,66.1,94,63,3.1
Arkansas,200111,55,117,49.8,5.2,43.1,109,38.5,4.6,66.9,120,61.2,5.7
California,200111,51.6,95,49.5,2.1,41.4,112,38.2,3.2,61.7,73,60.9,0.8
Colorado,200111,37.9,113,33.5,4.4,24.4,113,20.4,4,51.3,107,46.7,4.6
Connecticut,200111,45.3,118,40.2,5.1,34.8,111,31,3.8,55.7,122,49.4,6.3
Delaware,200111,51.5,122,45.7,5.8,39.1,106,35.9,3.2,63.8,124,55.5,8.3
Florida,200111,67.7,111,64.3,3.4,56.9,106,53.3,3.6,78.6,114,75.2,3.4
Georgia,200111,59.9,122,54.2,5.7,45.8,106,41.9,3.9,74.1,124,66.6,7.5
Idaho,200111,36.2,113,31.6,4.6,27,111,22.8,4.2,45.4,110,40.5,4.9
Illinois,200111,49.9,124,40.8,9.1,38.7,123,31.5,7.2,61.1,124,50.2,10.9
Indiana,200111,49,122,41.1,7.9,37.2,118,31.6,5.6,60.7,124,50.6,10.1
Iowa,200111,48,124,35.7,12.3,36.9,124,26,10.9,59,124,45.5,13.5
Kansas,200111,49.2,122,42,7.2,36.5,123,29.6,6.9,62,119,54.5,7.5
Kentucky,200111,51.2,119,45.3,5.9,37,98,34.2,2.8,65.4,123,56.3,9.1
Louisiana,200111,61.9,111,57.4,4.5,49.3,98,45.9,3.4,74.5,121,68.9,5.6
Maine,200111,37.4,118,32.3,5.1,29.9,121,24.4,5.5,44.9,113,40.1,4.8
Maryland,200111,50.8,123,44.8,6,38.5,106,35,3.5,63.1,124,54.7,8.4
Massachusetts,200111,44.4,116,39.2,5.2,33.8,108,30.3,3.5,54.9,122,48.2,6.7
Michigan,200111,43.6,124,34.6,9,35.1,124,27.1,8,52,124,42,10
Minnesota,200111,40.7,124,27.9,12.8,31.2,123,19.6,11.6,50.2,124,36.3,13.9
Mississippi,200111,58.6,113,53.9,4.7,44,93,41.5,2.5,73.2,123,66.2,7
Missouri,200111,51.1,122,43.6,7.5,39.7,120,32.8,6.9,62.6,122,54.3,8.3
Montana,200111,36.3,117,29.5,6.8,24.9,114,19.7,5.2,47.7,117,39.4,8.3
Nebraska,200111,43.9,122,35.9,8,30,122,23.6,6.4,57.7,122,48.2,9.5
Nevada,200111,41.6,95,38.9,2.7,29.5,102,26.5,3,53.6,85,51.2,2.4
New Hampshire,200111,38.9,115,34.1,4.8,29.3,113,25.2,4.1,48.4,113,43,5.4
New Jersey,200111,48.8,119,43.1,5.7,37.1,107,33.7,3.4,60.6,124,52.6,8
New Mexico,200111,45.7,113,42.1,3.6,32.2,119,27.4,4.8,59.1,85,56.8,2.3
New York,200111,43.1,123,36.3,6.8,33.6,119,28.3,5.3,52.6,123,44.4,8.2
North Carolina,200111,54.8,122,49.3,5.5,40.6,103,37.4,3.2,69,124,61.2,7.8
North Dakota,200111,37.1,122,26.4,10.7,25.6,123,17,8.6,48.5,121,35.9,12.6
Ohio,200111,48.1,123,40.8,7.3,36.4,115,31.6,4.8,59.8,124,49.9,9.9
Oklahoma,200111,54,119,48.4,5.6,43.2,123,36.3,6.9,64.9,105,60.6,4.3
Oregon,200111,40,99,37.7,2.3,31.6,94,29.2,2.4,48.3,90,46.1,2.2
Pennsylvania,200111,45.8,123,39.3,6.5,34.2,107,30.5,3.7,57.3,124,48.1,9.2
Rhode Island,200111,46.9,119,41.5,5.4,37.1,115,32.8,4.3,56.8,123,50.2,6.6
South Carolina,200111,59,123,53.1,5.9,44.8,109,40.8,4,73.1,124,65.4,7.7
South Dakota,200111,40.8,122,31.7,9.1,27.3,121,20.6,6.7,54.2,123,42.8,11.4
Tennessee,200111,53,119,47.4,5.6,38.1,92,35.8,2.3,67.8,123,59,8.8
Texas,200111,58.9,115,54.6,4.3,47.9,118,42,5.9,69.9,91,67.2,2.7
Utah,200111,39.3,103,36,3.3,28,112,24.5,3.5,50.7,93,47.5,3.2
Vermont,200111,38.5,115,33.2,5.3,29.5,116,24.7,4.8,47.6,116,41.7,5.9
Virginia,200111,51.2,120,45.5,5.7,36.6,96,34.2,2.4,65.7,124,56.8,8.9
Washington,200111,39.7,110,36.6,3.1,33.5,112,30,3.5,45.9,101,43.2,2.7
West Virginia,200111,47.9,120,42.1,5.8,33.2,92,31.3,1.9,62.6,124,52.8,9.8
Wisconsin,200111,43.2,124,31.6,11.6,33.8,124,23.5,10.3,52.7,124,39.7,13
Wyoming,200111,34.3,114,29,5.3,22,107,18,4,46.5,114,40,6.5
Alabama,200110,60.6,13,63.9,-3.3,46.8,11,50.9,-4.1,74.4,21,76.9,-2.5
Arizona,200110,64.7,115,61,3.7,49.5,114,46.3,3.2,79.8,112,75.7,4.1
Arkansas,200110,59.5,23,61.8,-2.3,46,15,49,-3,73,38,74.6,-1.6
California,200110,63.6,113,59.5,4.1,49.8,118,46.2,3.6,77.5,112,72.9,4.6
Colorado,200110,47.9,88,46.5,1.4,32.7,78,32,0.7,63,84,60.9,2.1
Connecticut,200110,52.7,90,51,1.7,40.6,73,39.9,0.7,64.8,110,62.1,2.7
Delaware,200110,57.6,82,56.4,1.2,45.2,53,45.5,-0.3,70,110,67.2,2.8
Florida,200110,71.6,44,72.3,-0.7,61.3,46,62.1,-0.8,81.8,39,82.5,-0.7
Georgia,200110,61.7,18,64.2,-2.5,47.6,10,52,-4.4,75.7,44,76.4,-0.7
Idaho,200110,44.6,72,44.1,0.5,32.4,80,31.8,0.6,56.9,69,56.4,0.5
Illinois,200110,53.8,46,54.6,-0.8,43.1,68,42.9,0.2,64.6,40,66.4,-1.8
Indiana,200110,53.7,57,53.9,-0.2,42.9,79,41.9,1,64.4,42,65.9,-1.5
Iowa,200110,50.2,44,51.4,-1.2,38.7,47,39.5,-0.8,61.7,43,63.3,-1.6
Kansas,200110,56.2,52,56.5,-0.3,42,40,43,-1,70.5,64,70,0.5
Kentucky,200110,56.1,41,57,-0.9,42.7,35,44.2,-1.5,69.4,58,69.8,-0.4
Louisiana,200110,64.4,11,67.4,-3,51.8,15,55.2,-3.4,76.9,11,79.7,-2.8
Maine,200110,47.1,107,44.3,2.8,36,95,34.3,1.7,58.2,114,54.3,3.9
Maryland,200110,56.5,67,55.8,0.7,43.8,44,44.8,-1,69.2,97,66.9,2.3
Massachusetts,200110,51.9,96,50,1.9,39.6,72,39,0.6,64.3,112,61,3.3
Michigan,200110,47.8,71,47.5,0.3,38.4,80,37.3,1.1,57.2,61,57.6,-0.4
Minnesota,200110,44.5,51,45,-0.5,34,54,34.2,-0.2,54.9,48,55.8,-0.9
Mississippi,200110,61.1,13,64.4,-3.3,47.2,14,51.2,-4,74.9,22,77.7,-2.8
Missouri,200110,55.8,41,57,-1.2,43.7,44,44.6,-0.9,67.9,41,69.5,-1.6
Montana,200110,42.7,48,43.2,-0.5,30.7,56,30.9,-0.2,54.8,46,55.5,-0.7
Nebraska,200110,51,66,50.8,0.2,36.6,57,36.6,0,65.3,62,65,0.3
Nevada,200110,54.7,115,50.7,4,39.2,110,36.2,3,70.2,111,65.3,4.9
New Hampshire,200110,47.9,95,45.8,2.1,35.1,76,34.4,0.7,60.6,110,57.2,3.4
New Jersey,200110,55.4,84,54,1.4,43.2,59,42.9,0.3,67.6,106,65.1,2.5
New Mexico,200110,56.8,116,54.1,2.7,40,84,38.8,1.2,73.5,116,69.4,4.1
New York,200110,50.1,93,48,2.1,39.3,85,37.5,1.8,61,99,58.5,2.5
North Carolina,200110,57.7,24,59.6,-1.9,43.4,12,47.3,-3.9,71.9,65,71.8,0.1
North Dakota,200110,42.2,36,44,-1.8,30.3,36,31.6,-1.3,54.1,36,56.5,-2.4
Ohio,200110,53.8,76,52.8,1,43.1,90,41.2,1.9,64.5,61,64.4,0.1
Oklahoma,200110,60.3,34,61.6,-1.3,46.6,24,48.7,-2.1,74,53,74.5,-0.5
Oregon,200110,49,91,48.1,0.9,36.4,71,36,0.4,61.7,92,60.1,1.6
Pennsylvania,200110,51.7,73,50.6,1.1,39.7,59,39.2,0.5,63.7,85,62,1.7
Rhode Island,200110,53.6,94,51.9,1.7,42.7,76,41.7,1,64.6,111,62.1,2.5
South Carolina,200110,60.9,20,63.2,-2.3,46.5,8,51,-4.5,75.3,57,75.4,-0.1
South Dakota,200110,47.5,54,47.8,-0.3,34,58,34.2,-0.2,61,58,61.4,-0.4
Tennessee,200110,56.5,22,58.8,-2.3,42.6,18,45.6,-3,70.3,34,71.9,-1.6
Texas,200110,65.4,40,66.1,-0.7,51.7,30,53.3,-1.6,79.1,59,78.9,0.2
Utah,200110,52.2,112,48.9,3.3,37.8,104,35.6,2.2,66.6,112,62.2,4.4
Vermont,200110,47.8,103,45.2,2.6,36.2,88,34.3,1.9,59.3,108,56.1,3.2
Virginia,200110,55.2,39,56.2,-1,40.8,14,44,-3.2,69.6,85,68.3,1.3
Washington,200110,45.7,31,47.2,-1.5,36.5,47,37.1,-0.6,54.9,27,57.2,-2.3
West Virginia,200110,52.3,41,53.3,-1,38.5,28,40.8,-2.3,66,69,65.8,0.2
Wisconsin,200110,46.1,53,46.8,-0.7,35.8,60,36.1,-0.3,56.5,48,57.5,-1
Wyoming,200110,43.1,68,42.5,0.6,29.5,68,29.2,0.3,56.6,69,55.8,0.8
Alabama,200109,71.9,7,74.7,-2.8,61.2,30,62.9,-1.7,82.6,6,86.3,-3.7
Arizona,200109,75.6,123,72,3.6,59.9,111,57.6,2.3,91.4,123,86.5,4.9
Arkansas,200109,70.9,28,72.8,-1.9,59.3,40,60.9,-1.6,82.4,26,84.8,-2.4
California,200109,71.2,111,68.5,2.7,56.4,109,53.8,2.6,86.1,105,83.1,3
Colorado,200109,60.3,112,57.3,3,44.4,97,42.5,1.9,76.2,116,72.2,4
Connecticut,200109,62.5,80,61.5,1,51,70,50.6,0.4,74,92,72.4,1.6
Delaware,200109,66.5,36,67.4,-0.9,55.6,32,57,-1.4,77.3,44,77.8,-0.5
Florida,200109,77.6,10,79.1,-1.5,68.8,20,69.7,-0.9,86.3,4,88.4,-2.1
Georgia,200109,72.1,6,74.5,-2.4,61.2,13,63.4,-2.2,82.9,16,85.6,-2.7
Idaho,200109,59.4,117,54.7,4.7,43.3,112,40.1,3.2,75.4,120,69.4,6
Illinois,200109,64.4,29,66.2,-1.8,52.5,30,54.4,-1.9,76.4,35,78,-1.6
Indiana,200109,63.6,22,65.7,-2.1,51.7,28,53.4,-1.7,75.4,24,77.9,-2.5
Iowa,200109,61.2,30,63,-1.8,50.1,38,51.1,-1,72.3,27,74.9,-2.6
Kansas,200109,67.9,43,68.6,-0.7,54.8,52,55.3,-0.5,80.9,41,81.9,-1
Kentucky,200109,66.3,23,68.6,-2.3,54.3,26,56.4,-2.1,78.2,23,80.8,-2.6
Louisiana,200109,75.4,22,77.2,-1.8,65.8,49,66.4,-0.6,85.1,10,87.9,-2.8
Maine,200109,57.7,108,54.9,2.8,45.9,102,43.9,2,69.4,112,65.9,3.5
Maryland,200109,65.6,29,67,-1.4,54.4,24,56.3,-1.9,76.7,43,77.6,-0.9
Massachusetts,200109,61.9,93,60.4,1.5,50.4,84,49.4,1,73.4,93,71.3,2.1
Michigan,200109,57.7,40,58.5,-0.8,47.3,55,47.3,0,68,31,69.7,-1.7
Minnesota,200109,57.4,67,56.8,0.6,46.4,77,45.3,1.1,68.3,54,68.3,0
Mississippi,200109,73,22,75.1,-2.1,62.3,41,63.3,-1,83.6,10,87,-3.4
Missouri,200109,66.3,29,68.2,-1.9,54.4,36,56.2,-1.8,78.2,32,80.2,-2
